userId,n_u
76413,179
76445,28
76447,20
76462,200
76467,59
76477,27
76523,172
76525,74
76539,56
76540,1534
76541,37
76548,48
76550,80
76555,468
76561,466
76564,277
76570,49
76578,46
76595,963
76619,33
76631,98
76639,98
76645,39
76648,40
76651,582
76661,39
76678,30
76736,99
76750,78
76757,61
76760,24
76764,42
76774,25
76777,98
76788,110
76790,84
76812,94
76815,57
76818,42
76831,308
76840,42
76845,131
76878,153
76891,481
76902,25
76918,21
76952,28
76971,60
77001,77
77013,54
77018,1757
77039,46
77052,20
77058,667
77070,126
77086,170
77100,125
77103,57
77104,84
77127,48
77136,28
77191,631
77232,32
77254,100
77255,38
77264,47
77294,21
77365,53
77369,56
77372,108
77425,127
77434,38
77445,641
77480,84
77490,445
77507,37
77563,724
77565,375
77570,21
77571,69
77577,24
77580,43
77596,56
77611,55
77682,59
77690,82
77709,56
77712,61
77765,80
77787,249
77802,23
77822,313
77823,73
77844,40
77853,86
77884,1798
77948,992
77954,473
77956,111
77967,127
78005,161
78011,338
78064,117
78090,177
78102,34
78116,215
78131,150
78133,38
78136,29
78162,99
78179,112
78211,20
78227,20
78231,328
78275,44
78292,33
78296,231
78305,1017
78309,58
78318,42
78330,83
78347,33
78355,81
78359,238
78367,63
78381,136
78399,247
78406,50
78429,25
78433,200
78441,41
78443,178
78449,20
78474,255
78479,108
78489,21
78495,262
78497,153
78498,35
78503,24
78505,45
78559,42
78566,30
78572,889
78587,427
78590,29
78596,26
78622,66
78665,121
78672,30
78684,24
78702,70
78712,70
78715,167
78720,25
78723,293
78725,22
78727,66
78749,182
78758,174
78787,66
78792,213
78823,74
78844,144
78868,35
78873,202
78909,74
78935,125
78976,30
78977,163
78981,516
78993,77
79013,20
79017,43
79034,108
79054,165
79072,62
79076,166
79084,44
79095,64
79108,177
79120,126
79130,242
79137,276
79142,25
79150,100
79176,51
79182,67
79203,107
79224,104
79234,20
79261,69
79280,50
79348,24
79373,116
79405,408
79409,210
79420,328
79425,91
79428,50
79434,275
79442,83
79448,50
79449,23
79495,26
79505,21
79515,94
79516,676
79547,59
79552,208
79580,308
79609,23
79615,26
79636,354
79645,25
79660,37
79675,130
79681,52
79683,35
79740,25
79782,63
79789,41
79791,102
79798,305
79817,20
79827,22
79839,59
79863,139
79864,81
79867,27
79869,158
79880,28
79893,84
79905,24
79929,24
79941,53
79973,26
79993,215
79994,58
80018,81
80034,1353
80043,116
80054,24
80069,46
80081,81
80087,210
80094,21
80104,22
80110,53
80111,34
80116,34
80128,170
80144,61
80165,22
80175,54
80194,34
80202,22
80222,31
80235,38
80261,294
80282,21
80309,26
80317,30
80319,21
80344,51
80349,55
80363,50
80382,26
80405,41
80408,193
80410,181
80435,33
80440,32
80470,81
80473,125
80498,79
80499,87
80505,132
80527,143
80545,29
80558,134
80560,69
80564,53
80568,319
80583,20
80589,400
80635,55
80655,557
80674,224
80694,46
80713,70
80717,31
80732,57
80734,138
80738,154
80739,91
80743,342
80753,23
80827,114
80834,61
80835,52
80837,55
80854,83
80879,534
80888,194
80899,40
80908,27
80909,636
80966,24
80976,20
80978,21
80990,33
80995,21
81008,113
81010,40
81019,22
81026,208
81046,76
81084,154
81094,65
81111,327
81115,107
81130,350
81161,199
81166,23
81167,45
81174,443
81177,33
81186,2415
81202,74
81214,69
81230,50
81233,49
81236,168
81243,20
81244,102
81247,140
81265,25
81280,111
81283,57
81288,31
81299,29
81311,58
81314,217
81323,40
81365,338
81367,168
81370,107
81377,36
81381,310
81402,20
81407,30
81431,40
81442,219
81448,125
81489,21
81518,530
81530,82
81541,57
81546,61
81605,52
81611,31
81614,58
81630,504
81631,138
81634,47
81679,29
81687,254
81688,99
81695,553
81725,447
81752,153
81754,250
81761,26
81793,82
81800,20
81802,73
81807,44
81808,114
81813,152
81841,351
81846,68
81861,20
81878,537
81895,53
81916,59
81951,149
81963,254
81969,44
81977,152
82017,28
82037,51
82040,112
82047,81
82050,256
82089,30
82122,23
82128,25
82142,38
82175,228
82179,38
82180,50
82195,249
82249,184
82253,513
82266,45
82270,41
82281,33
82285,20
82320,108
82328,177
82330,27
82346,26
82355,21
82371,29
82380,167
82383,38
82399,43
82401,111
82433,57
82439,218
82460,225
82461,24
82493,37
82499,93
82500,24
82537,125
82556,344
82579,239
82580,247
82584,45
82586,152
82606,26
82607,253
82608,455
82609,20
82625,157
82635,957
82646,21
82661,30
82662,20
82674,29
82680,73
82705,26
82727,31
82728,161
82733,71
82748,102
82775,59
82784,112
82796,22
82815,86
82828,55
82865,69
82909,408
83018,62
83022,105
83026,59
83036,129
83052,75
83057,21
83079,160
83081,1010
83090,5169
83143,47
83149,63
83163,21
83167,104
83185,30
83193,26
83194,139
83203,114
83205,35
83225,130
83229,20
83237,382
83249,42
83279,149
83298,83
83306,83
83396,242
83402,25
83407,179
83459,199
83464,41
83471,77
83481,35
83523,47
83559,39
83566,30
83571,233
83572,34
83573,48
83578,58
83633,104
83647,63
83649,34
83651,107
83719,56
83741,27
83746,21
83749,35
83766,38
83770,20
83776,22
83780,21
83804,20
83818,34
83859,36
83886,78
83908,20
83913,21
83935,75
83953,67
83976,65
83993,20
83995,131
83996,62
84002,109
84011,189
84035,25
84075,552
84098,60
84111,1105
84148,180
84155,20
84183,23
84205,208
84236,22
84249,722
84253,31
84256,24
84257,58
84263,83
84279,23
84283,117
84307,51
84316,121
84350,41
84352,60
84382,20
84385,146
84397,416
84409,21
84420,410
84427,78
84441,806
84473,69
84476,1852
84481,229
84516,377
84524,187
84543,70
84547,144
84554,30
84606,100
84618,25
84643,217
84657,51
84658,25
84666,113
84667,23
84674,134
84676,66
84680,69
84725,60
84750,130
84755,329
84781,202
84783,213
84785,803
84787,42
84792,1250
84793,38
84794,204
84795,38
84801,114
84821,43
84832,437
84867,23
84882,56
84903,725
84915,22
84926,86
84932,42
84943,201
84954,32
84962,706
84976,25
84978,55
84982,32
84986,104
84994,29
85008,48
85012,145
85016,36
85018,31
85030,25
85034,906
85041,38
85042,25
85070,73
85077,69
85081,25
85085,306
85096,21
85108,129
85109,115
85135,26
85140,147
85141,264
85151,21
85162,31
85172,369
85186,189
85194,68
85200,32
85234,108
85251,310
85270,113
85291,33
85294,78
85302,91
85318,53
85327,187
85333,47
85365,33
85369,25
85388,308
85427,150
85437,46
85455,154
85491,76
85509,395
85541,181
85542,50
85572,91
85578,41
85586,195
85588,50
85628,72
85632,115
85657,288
85672,278
85688,35
85689,64
85704,60
85706,45
85709,20
85733,110
85764,42
85776,59
85779,55
85802,179
85812,122
85814,72
85830,54
85845,57
85847,457
85866,123
85868,48
85878,28
85911,31
85934,155
85975,27
86037,130
86062,104
86076,21
86081,26
86089,129
86092,72
86093,78
86118,53
86121,50
86134,26
86158,23
86164,101
86192,187
86198,867
86209,169
86216,42
86222,217
86225,62
86266,321
86294,24
86297,23
86311,117
86316,21
86319,122
86362,61
86374,27
86393,1075
86408,26
86412,74
86414,95
86442,93
86455,45
86471,301
86473,170
86479,135
86482,124
86511,26
86566,156
86574,98
86578,200
86614,85
86617,130
86628,26
86631,22
86638,508
86654,44
86662,48
86669,111
86699,240
86700,90
86702,33
86705,36
86728,30
86752,82
86756,45
86757,201
86803,123
86808,118
86826,87
86839,2079
86843,31
86851,46
86908,213
86924,50
86957,34
86964,105
86992,161
86993,41
87000,67
87011,60
87016,140
87027,35
87032,40
87035,43
87045,28
87047,48
87055,103
87071,20
87075,119
87090,38
87103,34
87117,74
87129,102
87135,1250
87165,222
87166,69
87170,64
87179,255
87180,99
87215,163
87226,218
87236,21
87238,283
87239,97
87246,237
87251,196
87278,94
87285,24
87297,218
87348,156
87361,201
87394,92
87403,41
87433,163
87436,34
87439,170
87457,201
87500,26
87505,46
87512,21
87523,102
87536,32
87540,117
87545,169
87546,51
87548,155
87554,116
87564,42
87574,78
87584,21
87598,49
87620,741
87623,99
87675,51
87685,110
87688,116
87704,128
87718,668
87730,133
87733,20
87751,47
87755,67
87757,111
87782,34
87815,21
87820,41
87823,49
87830,22
87835,133
87849,200
87852,74
87858,219
87889,25
87896,29
87898,306
87899,215
87926,293
87958,65
87966,143
87982,22
87985,93
87993,128
88043,29
88061,97
88075,52
88125,210
88132,197
88146,429
88149,93
88152,38
88182,399
88198,38
88245,74
88246,149
88249,25
88250,33
88275,47
88299,50
88307,72
88309,103
88343,20
88344,51
88347,332
88388,59
88390,23
88393,33
88410,240
88416,87
88425,22
88439,20
88451,339
88456,53
88458,34
88476,39
88478,127
88485,35
88489,39
88518,823
88520,29
88532,170
88550,53
88553,30
88557,56
88595,125
88596,20
88619,23
88626,70
88629,254
88632,29
88704,95
88763,134
88769,73
88803,672
88818,374
88820,4093
88874,135
88876,161
88890,48
88895,74
88920,57
88932,23
88956,547
88958,58
88960,21
88980,67
88982,360
88988,100
89026,42
89054,245
89059,546
89060,74
89061,66
89063,82
89100,62
89110,53
89121,102
89129,20
89135,22
89139,32
89155,95
89170,67
89172,28
89183,24
89184,39
89185,90
89188,66
89196,50
89212,526
89264,215
89281,27
89288,183
89291,30
89309,55
89337,164
89353,25
89360,21
89361,21
89367,37
89376,33
89415,35
89418,274
89423,44
89426,34
89444,26
89447,82
89464,869
89482,25
89487,114
89503,100
89507,95
89532,51
89540,147
89584,76
89585,54
89593,141
89596,40
89604,339
89609,220
89647,21
89664,35
89674,43
89690,547
89695,55
89703,1414
89715,102
89729,148
89737,51
89742,137
89746,51
89752,124
89766,22
89769,21
89785,46
89789,23
89793,166
89800,53
89830,72
89842,103
89865,85
89890,103
89914,110
89935,28
89954,99
89962,110
90038,68
90053,66
90065,566
90086,72
90087,230
90093,849
90122,215
90134,25
90156,460
90157,74
90175,102
90187,24
90206,24
90225,126
90237,20
90246,45
90263,30
90264,185
90272,825
90295,160
90301,29
90337,26
90381,1132
90397,27
90425,138
90441,371
90467,132
90489,24
90505,59
90554,44
90581,22
90627,70
90628,74
90630,88
90633,34
90644,47
90653,35
90683,186
90686,51
90701,44
90712,159
90719,20
90726,27
90741,54
90781,119
90789,81
90795,103
90814,29
90827,27
90828,204
90831,67
90852,76
90882,183
90893,102
90896,219
90956,38
90957,37
91010,48
91014,810
91015,208
91031,23
91046,279
91047,138
91053,77
91060,23
91090,32
91097,104
91108,140
91112,20
91118,291
91128,29
91151,29
91162,114
91166,400
91176,142
91199,95
91214,138
91236,20
91278,300
91282,22
91289,120
91297,20
91302,373
91321,152
91348,387
91388,142
91389,36
91390,122
91392,283
91397,30
91423,181
91438,96
91448,188
91482,106
91508,227
91515,31
91517,81
91521,501
91531,326
91569,42
91572,437
91582,114
91597,183
91637,45
91638,27
91647,46
91656,80
91658,180
91668,476
91686,29
91697,48
91706,32
91736,31
91742,126
91801,28
91823,25
91842,132
91845,360
91856,22
91859,40
91867,3027
91876,75
91885,312
91896,51
91947,23
91966,28
91967,121
91996,51
91999,252
92007,92
92018,61
92022,141
92028,71
92029,362
92054,162
92061,37
92063,23
92065,39
92069,28
92072,70
92096,86
92098,155
92119,24
92132,25
92138,46
92145,188
92157,162
92176,301
92186,22
92189,336
92209,156
92242,26
92271,302
92272,21
92306,42
92335,26
92359,22
92360,470
92404,39
92434,94
92444,30
92456,89
92458,25
92464,27
92468,23
92478,214
92480,23
92484,20
92487,167
92489,20
92490,35
92533,283
92561,571
92570,230
92589,356
92600,34
92617,63
92631,178
92666,39
92671,76
92712,104
92717,59
92722,29
92724,24
92745,109
92756,21
92757,167
92760,100
92761,199
92784,23
92793,54
92802,21
92813,43
92828,311
92876,128
92880,21
92892,192
92902,430
92905,32
92922,156
92937,39
92944,171
92955,105
92959,42
92973,36
92985,57
92986,133
93080,50
93090,136
93097,23
93119,644
93120,27
93166,223
93173,126
93181,33
93195,66
93205,21
93212,23
93245,20
93289,85
93307,113
93333,20
93344,199
93359,1125
93361,310
93376,155
93414,897
93415,41
93432,78
93446,96
93454,20
93464,42
93482,69
93503,30
93541,179
93549,52
93556,84
93561,68
93570,104
93582,445
93590,23
93593,66
93596,899
93626,808
93629,33
93672,274
93684,64
93703,115
93706,161
93709,110
93714,21
93729,388
93740,45
93798,176
93841,229
93855,20
93864,24
93880,137
93884,65
93901,78
93904,37
93909,20
93926,284
93931,38
93953,172
93981,32
94002,72
94034,36
94043,61
94049,63
94065,153
94071,127
94072,63
94088,130
94093,125
94095,100
94103,24
94128,304
94141,42
94147,32
94155,30
94158,93
94194,47
94200,28
94214,167
94232,81
94243,92
94255,236
94293,23
94312,224
94349,35
94358,29
94372,45
94396,25
94418,384
94429,33
94431,23
94444,117
94455,38
94479,88
94480,22
94489,28
94508,53
94535,20
94536,243
94558,24
94581,36
94592,50
94598,251
94608,313
94628,1337
94653,155
94655,63
94669,175
94698,56
94731,30
94761,291
94784,51
94785,36
94826,228
94833,21
94834,332
94855,876
94871,82
94881,128
94907,103
94914,135
94928,45
94946,30
94954,264
94960,20
94968,53
95005,52
95020,167
95022,114
95023,54
95032,224
95036,209
95045,31
95071,53
95073,253
95089,257
95114,178
95117,281
95151,50
95168,209
95170,90
95186,62
95218,56
95222,109
95235,79
95247,30
95252,57
95261,132
95351,20
95383,20
95384,294
95386,58
95389,148
95391,80
95397,117
95417,63
95463,33
95475,149
95480,141
95507,93
95557,77
95558,36
95580,31
95594,115
95613,279
95615,50
95631,118
95647,36
95652,41
95663,31
95668,354
95671,228
95709,44
95733,82
95760,23
95761,47
95763,38
95783,236
95788,49
95791,71
95813,37
95821,40
95856,28
95859,413
95861,22
95880,131
95916,76
95961,594
95972,417
95994,22
96009,748
96025,143
96037,47
96053,89
96057,213
96073,42
96081,43
96100,62
96102,20
96117,20
96124,62
96127,135
96144,202
96159,33
96172,180
96179,120
96214,20
96234,92
96244,942
96253,58
96263,23
96264,21
96265,1094
96268,48
96272,43
96277,23
96278,30
96287,113
96294,189
96309,21
96318,98
96321,61
96345,84
96377,536
96405,131
96490,144
96517,87
96527,72
96533,162
96534,371
96576,51
96587,176
96598,147
96636,34
96637,35
96694,139
96698,409
96725,57
96727,37
96738,43
96757,80
96763,79
96825,37
96827,55
96836,24
96841,222
96854,111
96857,32
96865,294
96908,27
96923,57
96934,152
96935,31
96937,216
96944,50
96953,24
96985,108
96989,79
97003,352
97020,100
97053,98
97065,36
97067,31
97104,20
97111,34
97138,23
97146,48
97158,92
97159,576
97170,55
97178,126
97189,23
97226,450
97242,68
97248,67
97253,45
97264,66
97266,22
97289,167
97290,569
97308,240
97346,32
97347,150
97348,35
97350,242
97361,37
97397,257
97464,28
97467,79
97476,61
97487,45
97502,29
97511,107
97516,58
97519,73
97520,85
97530,124
97535,39
97544,329
97546,28
97554,40
97584,87
97603,28
97617,97
97630,38
97662,65
97671,930
97676,164
97685,197
97702,29
97703,58
97720,74
97732,75
97773,116
97789,147
97813,47
97814,105
97847,115
97859,139
97872,50
97881,422
97883,124
97894,25
97909,82
97924,20
97949,24
97956,50
97959,92
97976,86
98000,89
98037,43
98055,35
98070,20
98073,327
98081,32
98119,113
98129,29
98130,23
98147,99
98158,29
98181,37
98183,20
98184,44
98200,32
98203,552
98265,20
98266,109
98269,295
98322,517
98330,23
98334,20
98338,32
98353,85
98362,75
98367,37
98369,491
98391,37
98401,665
98412,456
98417,181
98433,23
98436,66
98496,33
98527,63
98559,92
98560,581
98573,215
98580,134
98584,130
98606,85
98618,38
98641,79
98655,21
98682,79
98708,202
98711,202
98723,142
98755,106
98770,20
98772,314
98792,122
98795,26
98796,93
98800,40
98801,36
98817,31
98848,61
98850,33
98852,25
98872,26
98882,27
98914,50
98924,602
98942,520
99020,141
99037,39
99058,41
99072,90
99095,74
99107,243
99109,60
99133,458
99134,51
99152,133
99159,114
99168,22
99173,41
99176,163
99182,21
99183,101
99192,58
99193,128
99209,53
99220,357
99221,72
99239,21
99253,75
99273,87
99275,31
99284,34
99289,44
99291,81
99303,25
99328,25
99356,147
99362,39
99400,46
99416,432
99422,40
99423,31
99432,30
99450,153
99457,45
99467,35
99470,22
99472,221
99501,55
99507,100
99509,107
99547,20
99548,70
99561,28
99577,69
99582,115
99591,97
99663,49
99684,104
99695,356
99697,53
99715,23
99742,51
99754,2531
99755,49
99756,25
99763,153
99778,35
99783,118
99791,34
99798,118
99810,317
99819,24
99831,41
99843,338
99871,1108
99874,21
99875,40
99878,28
99908,43
99917,151
99958,371
99967,433
99982,40
99992,47
99996,27
99998,38
100017,22
100025,45
100030,104
100045,27
100066,63
100084,245
100095,49
100104,20
100113,387
100142,52
100146,84
100195,197
100215,23
100236,114
100244,101
100252,31
100270,223
100276,136
100286,662
100291,25
100319,37
100328,98
100332,468
100347,35
100375,209
100389,42
100391,217
100403,28
100404,22
100412,233
100426,33
100437,139
100440,49
100444,109
100452,183
100454,25
100472,36
100486,20
100503,79
100510,163
100516,43
100519,26
100520,25
100524,139
100543,307
100562,81
100567,391
100590,32
100612,396
100624,130
100637,168
100643,75
100649,580
100656,35
100674,532
100677,23
100693,100
100698,43
100704,163
100717,60
100722,278
100724,50
100731,24
100736,22
100738,683
100739,38
100747,33
100753,65
100760,41
100761,97
100831,31
100839,23
100898,50
100911,51
100934,253
100942,86
100951,150
100953,880
100956,82
101004,83
101006,49
101029,527
101037,42
101040,415
101074,127
101083,59
101090,116
101095,21
101106,76
101113,538
101132,38
101150,35
101186,31
101208,264
101230,134
101232,159
101238,71
101252,331
101256,56
101259,53
101281,67
101289,71
101292,484
101303,39
101307,21
101311,38
101333,83
101334,493
101360,25
101371,109
101384,88
101392,407
101447,23
101459,125
101481,79
101513,50
101520,21
101524,67
101526,418
101531,47
101542,118
101544,28
101554,36
101559,20
101566,132
101569,28
101580,122
101598,138
101646,526
101667,60
101682,23
101689,250
101696,848
101708,136
101725,234
101740,96
101753,30
101754,87
101771,40
101772,50
101790,126
101795,117
101802,137
101846,46
101848,175
101877,87
101886,53
101888,53
101901,507
101902,113
101906,314
101907,73
101908,91
101911,237
101922,61
101930,21
101940,146
101961,22
101977,88
101978,34
101990,180
101991,236
102003,472
102026,43
102028,20
102031,31
102047,105
102088,21
102090,40
102122,26
102143,40
102146,30
102147,37
102249,216
102253,77
102278,151
102284,326
102286,26
102291,611
102302,395
102310,101
102315,73
102333,20
102339,68
102342,655
102343,36
102381,28
102396,35
102421,511
102423,32
102427,34
102429,32
102430,80
102465,60
102467,97
102497,934
102516,43
102550,23
102551,88
102566,99
102579,124
102581,300
102597,28
102609,42
102623,92
102643,56
102669,225
102672,23
102675,34
102691,20
102694,322
102709,37
102720,204
102737,100
102788,26
102815,316
102817,20
102838,196
102848,109
102855,47
102861,214
102875,30
102904,107
102910,80
102915,143
102921,416
102924,79
102935,43
102937,204
102943,21
102959,319
102968,29
102982,102
102999,122
103001,63
103008,54
103013,25
103028,1575
103066,26
103099,40
103107,115
103121,64
103127,22
103131,138
103136,716
103144,102
103145,48
103178,65
103211,23
103217,76
103223,2877
103290,56
103316,22
103318,28
103335,22
103336,294
103344,244
103348,264
103350,378
103362,746
103382,118
103409,23
103422,23
103428,21
103452,24
103457,247
103464,31
103495,169
103496,23
103585,24
103587,43
103613,44
103635,358
103637,386
103642,202
103648,69
103668,1184
103693,48
103694,277
103707,58
103750,78
103764,683
103768,54
103780,22
103784,329
103787,42
103819,66
103838,597
103849,20
103877,91
103881,283
103883,71
103884,254
103895,23
103898,236
103943,1053
103955,25
103963,96
103964,29
103968,100
103978,71
103985,28
104003,66
104007,46
104010,93
104017,146
104022,159
104024,30
104029,156
104038,160
104052,217
104058,55
104090,21
104094,409
104109,164
104187,264
104193,23
104219,58
104240,33
104262,23
104264,34
104273,31
104282,23
104284,34
104304,88
104310,34
104323,733
104332,44
104357,35
104374,120
104379,27
104390,23
104398,32
104404,63
104407,277
104411,402
104420,105
104437,26
104458,25
104460,45
104489,20
104496,20
104508,307
104516,27
104524,162
104528,46
104533,77
104538,47
104559,157
104588,321
104609,27
104614,23
104648,25
104656,118
104698,291
104721,275
104736,40
104737,421
104750,43
104793,112
104800,43
104836,96
104847,44
104851,63
104859,189
104873,139
104883,143
104884,75
104913,24
104918,545
104934,210
104942,241
104959,138
104985,80
104987,23
104989,125
105012,63
105041,112
105058,42
105079,79
105083,214
105088,239
105110,25
105126,437
105143,203
105152,107
105168,274
105186,112
105194,28
105203,27
105213,35
105229,22
105238,44
105243,39
105254,239
105257,371
105258,59
105301,309
105345,283
105357,1660
105403,20
105419,140
105426,417
105436,311
105440,27
105484,133
105486,28
105522,22
105526,159
105529,141
105560,197
105566,154
105568,26
105570,81
105595,77
105601,28
105623,211
105642,39
105645,165
105654,729
105655,48
105683,61
105695,57
105779,31
105788,22
105789,26
105824,32
105834,31
105843,569
105850,23
105851,101
105856,489
105860,397
105866,366
105897,51
105901,74
105905,54
105906,68
105919,82
105928,38
105931,73
105933,75
105937,103
105940,628
105974,41
105982,105
105984,69
105985,36
106025,22
106056,33
106063,107
106110,127
106114,24
106116,35
106124,28
106127,397
106131,187
106139,21
106142,40
106167,47
106172,23
106176,153
106184,543
106189,87
106208,177
106210,33
106230,101
106231,104
106237,90
106266,39
106274,43
106278,152
106279,202
106296,149
106302,737
106319,100
106329,32
106335,32
106338,45
106348,836
106392,174
106409,24
106427,186
106437,88
106457,61
106459,83
106478,123
106489,511
106495,86
106514,48
106540,139
106583,22
106608,26
106630,147
106634,45
106669,431
106671,481
106673,330
106690,87
106691,29
106692,90
106706,41
106722,25
106726,20
106784,32
106812,26
106835,88
106839,41
106840,70
106851,30
106864,113
106876,22
106882,130
106889,57
106899,42
106929,102
106937,20
106948,183
106950,34
106993,32
107003,49
107030,96
107044,39
107079,29
107083,49
107084,250
107090,232
107102,62
107113,49
107126,1317
107135,165
107138,200
107143,31
107176,87
107185,23
107187,157
107208,24
107224,32
107239,32
107245,20
107261,22
107285,97
107305,25
107321,139
107326,3187
107327,123
107353,28
107354,88
107356,1956
107357,66
107365,33
107402,224
107406,176
107418,25
107421,42
107431,27
107435,144
107446,41
107470,52
107482,255
107487,67
107501,26
107504,45
107555,57
107575,30
107583,304
107585,54
107626,83
107642,50
107665,119
107668,73
107689,486
107704,222
107713,68
107719,111
107721,73
107731,67
107745,36
107763,20
107768,323
107815,33
107830,116
107842,231
107845,79
107849,325
107871,187
107875,46
107880,96
107882,90
107921,293
107932,66
107951,22
107959,38
107965,31
107984,97
107986,445
107993,32
108003,310
108012,149
108031,164
108039,198
108048,78
108053,43
108060,181
108106,88
108112,60
108118,68
108123,1152
108153,248
108168,21
108187,815
108188,183
108223,1250
108224,59
108229,31
108253,38
108276,41
108278,89
108281,23
108312,32
108318,22
108338,50
108363,24
108404,29
108413,145
108432,29
108440,55
108450,182
108455,228
108484,144
108510,75
108524,124
108546,22
108550,31
108552,45
108553,253
108557,38
108564,1004
108582,963
108615,20
108622,54
108649,142
108692,112
108695,166
108719,37
108731,251
108747,25
108754,407
108769,49
108771,151
108784,89
108812,32
108823,28
108830,24
108834,215
108844,81
108853,122
108885,36
108901,72
108902,35
108905,58
108908,81
108911,56
108920,174
108925,41
108928,99
108938,29
108950,117
108951,341
109019,28
109070,278
109078,99
109085,32
109090,613
109092,63
109097,81
109105,63
109118,25
109126,29
109141,32
109147,67
109148,68
109169,108
109183,124
109218,288
109220,116
109231,318
109252,24
109269,45
109285,382
109334,27
109335,45
109394,164
109414,79
109426,245
109473,715
109479,26
109531,43
109538,78
109542,334
109543,348
109569,875
109576,43
109612,29
109629,74
109652,105
109657,25
109658,52
109679,44
109686,86
109724,29
109741,53
109767,152
109769,318
109771,41
109785,20
109804,31
109815,31
109859,29
109866,108
109869,20
109886,25
109888,606
109911,187
109949,79
109953,25
109968,213
109969,136
109972,576
109984,116
109991,31
109993,22
110005,240
110030,72
110041,40
110054,26
110070,74
110078,41
110084,24
110094,60
110102,167
110119,108
110137,387
110140,29
110141,41
110150,121
110156,63
110170,21
110187,33
110211,185
110216,47
110238,42
110240,181
110244,27
110248,29
110264,39
110275,108
110314,30
110318,60
110325,59
110337,79
110358,34
110366,40
110369,162
110374,71
110394,20
110409,51
110410,42
110419,186
110443,77
110493,22
110496,502
110514,89
110518,90
110598,41
110615,258
110631,25
110644,118
110649,59
110655,37
110656,1445
110667,74
110674,317
110676,125
110680,359
110682,331
110684,44
110693,68
110748,58
110779,68
110781,20
110783,51
110814,361
110829,449
110838,290
110846,1245
110850,31
110855,21
110868,217
110874,482
110875,24
110878,434
110963,41
110970,203
110974,20
111020,34
111021,85
111023,99
111031,290
111067,251
111084,98
111086,38
111097,35
111114,40
111125,47
111136,51
111156,132
111159,113
111190,53
111227,104
111239,24
111249,669
111264,34
111276,436
111323,165
111338,168
111362,61
111369,30
111377,53
111381,81
111391,170
111399,137
111419,48
111440,201
111444,67
111450,20
111463,289
111470,40
111471,318
111476,113
111490,36
111491,27
111499,76
111527,56
111532,120
111539,66
111575,76
111580,29
111613,46
111642,63
111654,20
111660,269
111661,116
111667,157
111676,184
111691,143
111697,32
111709,215
111724,140
111729,63
111742,59
111793,25
111812,36
111824,20
111832,33
111835,110
111857,168
111858,22
111877,143
111901,24
111904,104
111907,87
111922,24
111944,104
111946,62
111948,164
111958,29
111968,37
111976,24
111994,34
112032,29
112036,21
112041,92
112044,41
112045,74
112076,64
112077,61
112083,159
112084,593
112100,50
112106,27
112135,31
112145,44
112191,25
112196,25
112208,26
112229,51
112280,80
112306,456
112315,59
112323,36
112348,165
112349,51
112371,115
112380,204
112401,34
112418,960
112432,253
112478,90
112497,69
112517,87
112523,48
112542,23
112560,46
112566,39
112573,58
112602,325
112611,336
112661,90
112667,51
112671,99
112678,73
112698,309
112713,20
112720,60
112722,162
112728,28
112734,57
112756,36
112758,231
112771,617
112781,48
112794,36
112804,23
112810,99
112827,69
112837,163
112844,52
112846,166
112860,37
112867,22
112876,26
112882,52
112884,56
112894,81
112918,56
112937,24
112946,191
112963,203
112984,113
112986,23
112999,62
113011,707
113036,44
113050,1111
113053,213
113066,21
113085,162
113143,25
113166,100
113180,287
113203,27
113217,50
113223,33
113233,20
113241,101
113253,21
113264,35
113274,125
113314,42
113322,60
113328,126
113341,25
113342,82
113343,89
113344,116
113356,25
113361,159
113422,36
113431,460
113470,74
113481,81
113482,25
113495,549
113569,247
113577,91
113596,62
113599,41
113614,38
113625,27
113647,282
113654,73
113658,32
113662,25
113673,163
113675,42
113685,24
113699,139
113707,26
113718,124
113744,117
113754,225
113765,159
113773,591
113779,43
113785,96
113812,89
113853,27
113855,62
113856,550
113904,202
113925,79
113930,25
113933,122
113941,29
113948,25
113957,474
113990,91
114020,120
114033,38
114094,23
114107,231
114111,175
114114,59
114115,20
114119,23
114131,53
114153,61
114160,237
114187,68
114208,134
114218,40
114237,51
114246,25
114254,181
114256,156
114290,47
114298,20
114323,65
114336,21
114358,26
114362,42
114368,68
114369,88
114384,247
114428,371
114436,49
114452,366
114461,461
114467,115
114472,27
114504,330
114511,160
114516,20
114531,1253
114533,83
114567,122
114574,46
114579,1628
114581,97
114587,51
114591,334
114635,114
114644,36
114645,448
114668,33
114684,24
114720,342
114722,462
114745,167
114751,70
114782,56
114790,32
114806,264
114809,44
114815,65
114839,67
114842,96
114870,43
114884,21
114892,55
114920,117
114930,80
114944,20
114947,261
114953,114
114967,253
114976,24
115004,20
115006,56
115020,24
115023,29
115029,53
115042,42
115053,265
115086,112
115088,80
115110,66
115122,21
115139,33
115155,36
115156,534
115158,123
115184,120
115189,24
115223,89
115232,30
115240,174
115245,67
115247,28
115251,72
115275,518
115295,415
115328,162
115362,48
115365,266
115372,376
115402,195
115409,24
115445,26
115470,85
115480,45
115527,37
115536,90
115542,98
115544,169
115579,32
115585,408
115589,30
115596,208
115618,137
115621,180
115638,325
115639,85
115640,198
115641,58
115651,134
115653,202
115673,76
115676,89
115709,40
115728,45
115732,54
115749,44
115750,59
115768,176
115789,436
115800,847
115822,270
115824,651
